name;japanese_name;classfication;abilities;type1;type2;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;defense;experience_growth;height_m;hp;percentage_male;pokedex_number;sp_attack;sp_defense;speed;weight_kg;generation;is_legendary
Aurorus;Amarurugaアマルルガ;Tundra Pokémon;"['Refrigerate', 'Snow Warning']";rock;ice;1;1;1;1;1;4;1;0.5;1;2;2;0.5;0.5;0.5;1;2;4;2;77;7680;70;521;45;72;1000000;2.7;123;88.1;699;99;92;58;225;6;0
Sylveon;Nymphiaニンフィア;Intertwining Pokémon;"['Cute Charm', 'Pixilate']";fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;65;8960;70;525;45;65;1000000;1;95;88.1;700;110;130;60;23.5;6;0
Hawlucha;Luchabullルチャブル;Wrestling Pokémon;"['Limber', 'Unburden', 'Mold Breaker']";fighting;flying;0.25;0.5;1;2;2;0.5;1;2;1;0.5;0;2;1;1;2;1;1;1;92;5120;70;500;100;75;1000000;0.8;78;50;701;74;63;118;21.5;6;0
Dedenne;Dedenneデデンネ;Antenna Pokémon;"['Cheek Pouch', 'Pickup', 'Plus']";electric;fairy;0.5;0.5;0;0.5;1;0.5;1;0.5;1;1;2;1;1;2;1;1;1;1;58;5120;70;431;180;57;1000000;0.2;67;50;702;81;67;101;2.2;6;0
Carbink;Melecieメレシー;Jewel Pokémon;"['Clear Body', 'Sturdy']";rock;fairy;0.5;0.5;0;1;1;1;0.5;0.5;1;2;2;1;0.5;1;1;1;4;2;50;6400;70;500;60;150;1250000;0.3;50;;703;50;150;50;5.7;6;0
Goomy;Numeraヌメラ;Soft Tissue Pokémon;"['Sap Sipper', 'Hydration', 'Gooey']";dragon;;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;50;10240;35;300;45;35;1250000;0.3;45;50;704;55;75;40;2.8;6;0
Sliggoo;Numeilヌメイル;Soft Tissue Pokémon;"['Sap Sipper', 'Hydration', 'Gooey']";dragon;;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;75;10240;35;452;45;53;1250000;0.8;68;50;705;83;113;60;17.5;6;0
Goodra;Numelgonヌメルゴン;Dragon Pokémon;"['Sap Sipper', 'Hydration', 'Gooey']";dragon;;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;100;10240;35;600;45;70;1250000;2;90;50;706;110;150;80;150.5;6;0
Klefki;Cleffyクレッフィ;Key Ring Pokémon;"['Prankster', 'Magician']";steel;fairy;0.25;0.5;0;1;0.5;1;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;1;1;80;5120;70;470;75;91;800000;0.2;57;50;707;80;87;75;3;6;0
Phantump;Bokureiボクレー;Stump Pokémon;"['Natural Cure', 'Frisk', 'Harvest']";ghost;grass;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;70;5120;70;309;120;48;1000000;0.4;43;50;708;50;60;38;7;6;0
Trevenant;Ohrotオーロット;Elder Tree Pokémon;"['Natural Cure', 'Frisk', 'Harvest']";ghost;grass;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;110;5120;70;474;60;76;1000000;1.5;85;50;709;65;82;56;71;6;0
Pumpkaboo;Bakecchaバケッチャ;Pumpkin Pokémon;"['Pickup', 'Frisk', 'Insomnia']";ghost;grass;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;66;5120;70;335;120;70;1000000;0.8;59;50;710;44;55;41;15;6;0
Gourgeist;Pumpjinパンプジン;Pumpkin Pokémon;"['Pickup', 'Frisk', 'Insomnia']";ghost;grass;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;100;5120;70;494;60;122;1000000;1.7;85;50;711;58;75;54;39;6;0
Bergmite;Kachikohruカチコール;Ice Chunk Pokémon;"['Own Tempo', 'Ice Body', 'Sturdy']";ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;69;5120;70;304;190;85;1000000;1;55;50;712;32;35;28;99.5;6;0
Avalugg;Crebaseクレベース;Iceberg Pokémon;"['Own Tempo', 'Ice Body', 'Sturdy']";ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;117;5120;70;514;55;184;1000000;2;95;50;713;44;46;28;505;6;0
Noibat;Onbatオンバット;Sound Wave Pokémon;"['Frisk', 'Infiltrator', 'Telepathy']";flying;dragon;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;30;5120;70;245;190;35;1000000;0.5;40;50;714;45;40;55;8;6;0
Noivern;Onvernオンバーン;Sound Wave Pokémon;"['Frisk', 'Infiltrator', 'Telepathy']";flying;dragon;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;70;5120;70;535;45;80;1000000;1.5;85;50;715;97;80;123;85;6;0
Xerneas;Xerneasゼルネアス;Life Pokémon;['Fairy Aura'];fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;131;30720;0;680;45;95;1250000;3;126;;716;131;98;99;215;6;1
Yveltal;Yveltalイベルタル;Destruction Pokémon;['Dark Aura'];dark;flying;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;131;30720;0;680;45;95;1250000;5.8;126;;717;131;98;99;203;6;1
Zygarde;Zygarde (10% Forme)ジガルデ;Order Pokémon;"['Aura Break', 'Power Construct']";dragon;ground;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;100;30720;0;708;3;121;1250000;5;216;;718;91;95;85;284.6;6;1
Diancie;Diancieディアンシー;Jewel Pokémon;['Clear Body'];rock;fairy;0.5;0.5;0;1;1;1;0.5;0.5;1;2;2;1;0.5;1;1;1;4;2;160;6400;70;700;3;110;1250000;0.7;50;;719;160;110;110;8.8;6;1
Hoopa;Hoopa (imashimerareshi Hoopa)フーパ;Mischief Pokémon (Confined)Djinn Pokémonn (Unbound);['Magician'];psychic;ghost;1;4;1;1;1;0;1;1;4;1;1;1;0;0.5;0.5;1;1;1;160;30720;100;680;3;60;1250000;;80;;720;170;130;80;;6;1
Volcanion;Volcanionボルケニオン;Steam Pokémon;['Water Absorb'];fire;water;0.5;1;1;2;0.5;1;0.25;1;1;1;2;0.25;1;1;1;2;0.25;1;110;30720;100;600;3;120;1250000;1.7;80;;721;130;90;70;195;6;1
Rowlet;Mokurohモクロー;Grass Quill Pokémon;"['Overgrow', 'Long Reach']";grass;flying;1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5;55;3840;70;320;45;55;1059860;0.3;68;88.1;722;50;50;42;1.5;7;0
Dartrix;Fukuthrowフクスロー;Blade Quill Pokémon;"['Overgrow', 'Long Reach']";grass;flying;1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5;75;3840;70;420;45;75;1059860;0.7;78;88.1;723;70;70;52;16;7;0
Decidueye;Junaiperジュナイパー;Arrow Quill Pokémon;"['Overgrow', 'Long Reach']";grass;ghost;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;107;3840;70;530;45;75;1059860;1.6;78;88.1;724;100;100;70;36.6;7;0
Litten;Nyabbyニャビー;Fire Cat Pokémon;"['Blaze', 'Intimidate']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;65;3840;70;320;45;40;1059860;0.4;45;88.1;725;60;40;70;4.3;7;0
Torracat;Nyaheatニャヒート;Fire Cat Pokémon;"['Blaze', 'Intimidate']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;85;3840;70;420;45;50;1059860;0.7;65;88.1;726;80;50;90;25;7;0
Incineroar;Gaogaenガオガエン;Heel Pokémon;"['Blaze', 'Intimidate']";fire;dark;1;0.5;1;1;1;2;0.5;1;0.5;0.5;2;0.5;1;1;0;2;0.5;2;115;3840;70;530;45;90;1059860;1.8;95;88.1;727;80;90;60;83;7;0
Popplio;Ashimariアシマリ;Sea Lion Pokémon;"['Torrent', 'Liquid Voice']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;54;3840;70;320;45;54;1059860;0.4;50;88.1;728;66;56;40;7.5;7;0
Brionne;Osyamariオシャマリ;Pop Star Pokémon;"['Torrent', 'Liquid Voice']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;69;3840;70;420;45;69;1059860;0.6;60;88.1;729;91;81;50;17.5;7;0
Primarina;Ashireneアシレーヌ;Soloist Pokémon;"['Torrent', 'Liquid Voice']";water;fairy;0.5;0.5;0;2;1;0.5;0.5;1;1;2;1;0.5;1;2;1;1;1;0.5;74;3840;70;530;45;74;1059860;1.8;80;88.1;730;126;116;60;44;7;0
Pikipek;Tsutsukeraツツケラ;Woodpecker Pokémon;"['Keen Eye', 'Skill Link', 'Pickup']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;75;3840;70;265;255;30;1000000;0.3;35;50;731;30;30;65;1.2;7;0
Trumbeak;Kerarappaケララッパ;Bugle Beak Pokémon;"['Keen Eye', 'Skill Link', 'Pickup']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;85;3840;70;355;120;50;1000000;0.6;55;50;732;40;50;75;14.8;7;0
Toucannon;Dodekabashiドデカバシ;Cannon Pokémon;"['Keen Eye', 'Skill Link', 'Sheer Force']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;120;3840;70;485;45;75;1000000;1.1;80;50;733;75;75;60;26;7;0
Yungoos;Youngooseヤングース;Loitering Pokémon;"['Stakeout', 'Strong Jaw', 'Adaptability']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;70;3840;70;253;255;30;1000000;0.4;48;50;734;30;30;45;6;7;0
Gumshoos;Dekagooseデカグース;Stakeout Pokémon;"['Stakeout', 'Strong Jaw', 'Adaptability']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;110;3840;70;418;127;60;1000000;0.7;88;50;735;55;60;45;14.2;7;0
Grubbin;Agojimushiアゴジムシ;Larva Pokémon;['Swarm'];bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;62;3840;70;300;255;45;1000000;0.4;47;50;736;55;45;46;4.4;7;0
Charjabug;Dendimushiデンヂムシ;Battery Pokémon;['Battery'];bug;electric;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;82;3840;70;400;120;95;1000000;0.5;57;50;737;55;75;36;10.5;7;0
Vikavolt;Kuwagannonクワガノン;Stag Beetle Pokémon;['Levitate'];bug;electric;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;70;3840;70;500;45;90;1000000;1.5;77;50;738;145;75;43;45;7;0
Crabrawler;Makenkaniマケンカニ;Boxing Pokémon;"['Hyper Cutter', 'Iron Fist', 'Anger Point']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;82;5120;70;338;225;57;1000000;0.6;47;50;739;42;47;63;7;7;0
Crabominable;Kekenkaniケケンカニ;Woolly Crab Pokémon;"['Hyper Cutter', 'Iron Fist', 'Anger Point']";fighting;ice;0.5;0.5;1;1;2;2;2;2;1;1;1;0.5;1;1;2;1;2;1;132;5120;70;478;60;77;1000000;1.7;97;50;740;62;67;43;180;7;0
Oricorio;Odoridori (pachipachi Style)オドリドリ;Dancing Pokémon;['Dancer'];fire;flying;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;70;5120;70;476;45;70;1000000;0.6;75;24.6;741;98;70;93;3.4;7;0
Cutiefly;Abulyアブリー;Bee Fly Pokémon;"['Honey Gather', 'Shield Dust', 'Sweet Veil']";bug;fairy;0.5;0.5;0;1;1;0.25;2;2;1;0.5;0.5;1;1;2;1;2;2;1;45;5120;70;304;190;40;1000000;0.1;40;50;742;55;40;84;0.2;7;0
Ribombee;Aburibbonアブリボン;Bee Fly Pokémon;"['Honey Gather', 'Shield Dust', 'Sweet Veil']";bug;fairy;0.5;0.5;0;1;1;0.25;2;2;1;0.5;0.5;1;1;2;1;2;2;1;55;5120;70;464;75;60;1000000;0.2;60;50;743;95;70;124;0.5;7;0
Rockruff;Iwankoイワンコ;Puppy Pokémon;"['Keen Eye', 'Vital Spirit', 'Steadfast']";rock;;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;65;3840;70;280;190;40;1000000;0.5;45;50;744;30;40;60;9.2;7;0
Lycanroc;Lugarugan (mahiru No Sugata)ルガルガン;Wolf Pokémon;"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']";rock;;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;115;3840;70;487;90;75;1000000;;85;50;745;55;75;82;;7;0
Wishiwashi;Yowashi (tandoku No Sugata)ヨワシ;Small Fry Pokémon;['Schooling'];water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;140;3840;70;620;60;130;800000;0.2;45;50;746;140;135;30;0.3;7;0
Mareanie;Hidoideヒドイデ;Brutal Star Pokémon;"['Merciless', 'Limber', 'Regenerator']";poison;water;0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5;53;5120;70;305;190;62;1000000;0.4;50;50;747;43;52;45;8;7;0
Toxapex;Dohidoideドヒドイデ;Brutal Star Pokémon;"['Merciless', 'Limber', 'Regenerator']";poison;water;0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5;63;5120;70;495;75;152;1000000;0.7;50;50;748;53;142;35;14.5;7;0
Mudbray;Dorobankoドロバンコ;Donkey Pokémon;"['Own Tempo', 'Stamina', 'Inner Focus']";ground;;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;100;5120;70;385;190;70;1000000;1;70;50;749;45;55;45;110;7;0
Mudsdale;Banbadoroバンバドロ;Draft Horse Pokémon;"['Own Tempo', 'Stamina', 'Inner Focus']";ground;;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;125;5120;70;500;60;100;1000000;2.5;100;50;750;55;85;35;920;7;0
Dewpider;Shizukumoシズクモ;Water Bubble Pokémon;"['Water Bubble', 'Water Absorb']";water;bug;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;40;3840;70;269;200;52;1000000;0.3;38;50;751;40;72;27;4;7;0
Araquanid;Onishizukumoオニシズクモ;Water Bubble Pokémon;"['Water Bubble', 'Water Absorb']";water;bug;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;70;3840;70;454;100;92;1000000;1.8;68;50;752;50;132;42;82;7;0
Fomantis;Karikiriカリキリ;Sickle Grass Pokémon;"['Leaf Guard', 'Contrary']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;55;5120;70;250;190;35;1000000;0.3;40;50;753;50;35;35;1.5;7;0
Lurantis;Lalantesラランテス;Bloom Sickle Pokémon;"['Leaf Guard', 'Contrary']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;105;5120;70;480;75;90;1000000;0.9;70;50;754;80;90;45;18.5;7;0
Morelull;Nemasyuネマシュ;Illuminating Pokémon;"['Illuminate', 'Effect Spore', 'Rain Dish']";grass;fairy;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;35;5120;70;285;190;55;1000000;0.2;40;50;755;65;75;15;1.5;7;0
Shiinotic;Mashadeマシェード;Illuminating Pokémon;"['Illuminate', 'Effect Spore', 'Rain Dish']";grass;fairy;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;45;5120;70;405;75;80;1000000;1;60;50;756;90;100;30;11.5;7;0
Salandit;Yatoumoriヤトウモリ;Toxic Lizard Pokémon;"['Corrosion', 'Oblivious']";poison;fire;0.25;1;1;1;0.25;0.5;0.5;1;1;0.25;4;0.5;1;0.5;2;2;0.5;2;44;5120;70;320;120;40;1000000;0.6;48;88.1;757;71;40;77;4.8;7;0
Salazzle;Ennewtエンニュート;Toxic Lizard Pokémon;"['Corrosion', 'Oblivious']";poison;fire;0.25;1;1;1;0.25;0.5;0.5;1;1;0.25;4;0.5;1;0.5;2;2;0.5;2;64;5120;70;480;45;60;1000000;1.2;68;0;758;111;60;117;22.2;7;0
Stufful;Nuikogumaヌイコグマ;Flailing Pokémon;"['Fluffy', 'Klutz', 'Cute Charm']";normal;fighting;0.5;0.5;1;1;2;2;1;2;0;1;1;1;1;1;2;0.5;1;1;75;3840;70;340;140;50;1000000;0.5;70;50;759;45;50;50;6.8;7;0
Bewear;Kiterugumaキテルグマ;Strong Arm Pokémon;"['Fluffy', 'Klutz', 'Unnerve']";normal;fighting;0.5;0.5;1;1;2;2;1;2;0;1;1;1;1;1;2;0.5;1;1;125;3840;70;500;70;80;1000000;2.1;120;50;760;55;60;60;135;7;0
Bounsweet;Amakajiアマカジ;Fruit Pokémon;"['Leaf Guard', 'Oblivious', 'Sweet Veil']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;30;5120;70;210;235;38;1059860;0.3;42;0;761;30;38;32;3.2;7;0
Steenee;Amamaikoアママイコ;Fruit Pokémon;"['Leaf Guard', 'Oblivious', 'Sweet Veil']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;40;5120;70;290;120;48;1059860;0.7;52;0;762;40;48;62;8.2;7;0
Tsareena;Amajoアマージョ;Fruit Pokémon;"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;120;5120;70;510;45;98;1059860;1.2;72;0;763;50;98;72;21.4;7;0
Comfey;Cuwawaキュワワー;Posy Picker Pokémon;"['Flower Veil', 'Triage', 'Natural Cure']";fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;52;5120;70;485;60;90;800000;0.1;51;24.6;764;82;110;100;0.3;7;0
Oranguru;Yareyuutanヤレユータン;Sage Pokémon;"['Inner Focus', 'Telepathy', 'Symbiosis']";normal;psychic;2;2;1;1;1;1;1;1;0;1;1;1;1;1;0.5;1;1;1;60;5120;70;490;45;80;1250000;1.5;90;50;765;90;110;60;76;7;0
Passimian;Nagetukesaruナゲツケサル;Teamwork Pokémon;"['Receiver', 'Defiant']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;120;5120;70;490;45;90;1250000;2;100;50;766;40;60;80;82.8;7;0
Wimpod;Kosokumushiコソクムシ;Turn Tail Pokémon;['Wimp Out'];bug;water;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;35;5120;70;230;90;40;1000000;0.5;25;50;767;20;30;80;12;7;0
Golisopod;Gusokumushaグソクムシャ;Hard Scale Pokémon;['Emergency Exit'];bug;water;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;125;5120;70;530;45;140;1000000;2;75;50;768;60;90;40;108;7;0
Sandygast;Sunabaスナバァ;Sand Heap Pokémon;"['Water Compaction', 'Sand Veil']";ghost;ground;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;55;3840;70;320;140;80;1000000;0.5;55;50;769;70;45;15;70;7;0
Palossand;Sirodethnaシロデスナ;Sand Castle Pokémon;"['Water Compaction', 'Sand Veil']";ghost;ground;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;75;3840;70;480;60;110;1000000;1.3;85;50;770;100;75;35;250;7;0
Pyukumuku;Namakobushiナマコブシ;Sea Cucumber Pokémon;"['Innards Out', 'Unaware']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;60;3840;70;410;60;130;800000;0.3;55;50;771;30;130;5;1.2;7;0
Type: Null;Type: Nullタイプ：ヌル;Synthetic Pokémon;['Battle Armor'];normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;95;30720;0;534;3;95;1250000;1.9;95;;772;95;95;59;120.5;7;0
Silvally;Silvadyシルヴァディ;Synthetic Pokémon;['RKS System'];normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;95;30720;0;570;3;95;1250000;2.3;95;;773;95;95;95;100.5;7;0
Minior;Metenoメテノ;Meteor Pokémon;['Shields Down'];rock;flying;0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2;100;6400;70;500;30 (Meteorite)255 (Core);60;1059860;0.3;60;;774;100;60;120;40;7;0
Komala;Nekkoaraネッコアラ;Drowsing Pokémon;['Comatose'];normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;115;5120;70;480;45;65;1250000;0.4;65;50;775;75;95;65;19.9;7;0
Turtonator;Bakugamesバクガメス;Blast Turtle Pokémon;['Shell Armor'];fire;dragon;0.5;1;2;0.5;1;1;0.25;1;1;0.25;2;1;1;1;1;2;0.5;1;78;5120;70;485;70;135;1000000;2;60;50;776;91;85;36;212;7;0
Togedemaru;Togedemaruトゲデマル;Roly-Poly Pokémon;"['Iron Barbs', 'Lightningrod', 'Sturdy']";electric;steel;0.5;1;0.5;0.5;0.5;2;2;0.25;1;0.5;4;0.5;0.5;0;0.5;0.5;0.25;1;98;2560;70;435;180;63;1000000;0.3;65;50;777;40;73;96;3.3;7;0
Mimikyu;Mimikkyuミミッキュ;Disguise Pokémon;['Disguise'];ghost;fairy;0.25;1;0;1;1;0;1;1;2;1;1;1;0;1;1;1;2;1;90;5120;70;476;45;80;1000000;0.2;55;50;778;50;105;96;0.7;7;0
Bruxish;Hagigishiriハギギシリ;Gnash Teeth Pokémon;"['Dazzling', 'Strong Jaw', 'Wonder Skin ']";water;psychic;2;2;1;2;1;0.5;0.5;1;2;2;1;0.5;1;1;0.5;1;0.5;0.5;105;3840;70;475;80;70;1000000;0.9;68;50;779;70;70;92;19;7;0
Drampa;Jijilongジジーロン;Placid Pokémon;"['Berserk', 'Sap Sipper', 'Cloud Nine']";normal;dragon;1;1;2;0.5;2;2;0.5;1;0;0.5;1;2;1;1;1;1;1;0.5;60;5120;70;485;70;85;1000000;3;78;50;780;135;91;36;185;7;0
Dhelmise;Dadarinダダリン;Sea Creeper Pokémon;['Steelworker'];ghost;grass;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;131;6400;70;517;25;100;1000000;3.9;70;;781;86;90;40;210;7;0
Jangmo-o;Jyarakoジャラコ;Scaly Pokémon;"['Bulletproof', 'Soundproof', 'Overcoat']";dragon;;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;55;10240;70;300;45;65;1250000;0.6;45;50;782;45;45;45;29.7;7;0
Hakamo-o;Jyarangoジャランゴ;Scaly Pokémon;"['Bulletproof', 'Soundproof', 'Overcoat']";dragon;fighting;0.5;0.5;2;0.5;4;1;0.5;2;1;0.5;1;2;1;1;2;0.5;1;0.5;75;10240;70;420;45;90;1250000;1.2;55;50;783;65;70;65;47;7;0
Kommo-o;Jyararangaジャラランガ;Scaly Pokémon;"['Bulletproof', 'Soundproof', 'Overcoat']";dragon;fighting;0.5;0.5;2;0.5;4;1;0.5;2;1;0.5;1;2;1;1;2;0.5;1;0.5;110;10240;70;600;45;125;1250000;1.6;75;50;784;100;105;85;78.2;7;0
Tapu Koko;Kapu-kokekoカプ・コケコ;Land Spirit Pokémon;"['Electric Surge', 'Telepathy']";electric;fairy;0.5;0.5;0;0.5;1;0.5;1;0.5;1;1;2;1;1;2;1;1;1;1;115;3840;70;570;3;85;1250000;1.8;70;;785;95;75;130;20.5;7;1
Tapu Lele;Kapu-tetefuカプ・テテフ;Land Spirit Pokémon;"['Psychic Surge', 'Telepathy']";psychic;fairy;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;85;3840;70;570;3;75;1250000;1.2;70;;786;130;115;95;18.6;7;1
Tapu Bulu;Kapu-bululカプ・ブルル;Land Spirit Pokémon;"['Grassy Surge', 'Telepathy']";grass;fairy;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;130;3840;70;570;3;115;1250000;1.9;70;;787;85;95;75;45.5;7;1
Tapu Fini;Kapu-rehireカプ・レヒレ;Land Spirit Pokémon;"['Misty Surge', 'Telepathy']";water;fairy;0.5;0.5;0;2;1;0.5;0.5;1;1;2;1;0.5;1;2;1;1;1;0.5;75;3840;70;570;3;115;1250000;1.3;70;;788;95;130;85;21.2;7;1
Cosmog;Cosmogコスモッグ;Nebula Pokémon;['Unaware'];psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;29;30720;0;200;45;31;1250000;0.2;43;;789;29;31;37;0.1;7;1
Cosmoem;Cosmovumコスモウム;Protostar Pokémon;['Sturdy'];psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;29;30720;0;400;45;131;1250000;0.1;43;;790;29;131;37;999.9;7;1
Solgaleo;Solgaleoソルガレオ;Sunne Pokémon;['Full Metal Body'];psychic;steel;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;137;30720;0;680;45;107;1250000;3.4;137;;791;113;89;97;230;7;1
Lunala;Lunalaルナアーラ;Moone Pokémon;['Shadow Shield'];psychic;ghost;1;4;1;1;1;0;1;1;4;1;1;1;0;0.5;0.5;1;1;1;113;30720;0;680;45;89;1250000;4;137;;792;137;107;97;120;7;1
Nihilego;Uturoidウツロイド;Parasite Pokémon;['Beast Boost'];rock;poison;0.5;1;1;1;0.5;1;0.5;0.5;1;1;4;1;0.5;0.25;2;1;2;2;53;30720;0;570;45;47;1250000;1.2;109;;793;127;131;103;55.5;7;1
Buzzwole;Massivoonマッシブーン;Swollen Pokémon;['Beast Boost'];bug;fighting;0.5;0.5;1;1;2;0.5;2;4;1;0.5;0.5;1;1;1;2;1;1;1;139;30720;0;570;25;139;1250000;2.4;107;;794;53;53;79;333.6;7;1
Pheromosa;Pheroacheフェローチェ;Lissome Pokémon;['Beast Boost'];bug;fighting;0.5;0.5;1;1;2;0.5;2;4;1;0.5;0.5;1;1;1;2;1;1;1;137;30720;0;570;255;37;1250000;1.8;71;;795;137;37;151;25;7;1
Xurkitree;Denjyumokuデンジュモク;Glowing Pokémon;['Beast Boost'];electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;89;30720;0;570;30;71;1250000;3.8;83;;796;173;71;83;100;7;1
Celesteela;Tekkaguyaテッカグヤ;Launch Pokémon;['Beast Boost'];steel;flying;0.25;1;0.5;2;0.5;1;2;0.5;1;0.25;0;1;0.5;0;0.5;1;0.5;1;101;30720;0;570;25;103;1250000;9.2;97;;797;107;101;61;999.9;7;1
